id,parent_id
2138692,2138651
2138651,1045200
1045178,1045177
4781951,1045177
1045200,1045178
1045177,
1167884,1167881
1167889,1167876
1167878,1167876
1167890,1167881
1167893,1167876
1167896,1167887
2170536,2170535
2172226,2170536
2172253,2170907
2172254,2170537
2170534,2169160
5926678,1168891
2169160,1168891
2172224,2170907
2172222,2170907
2168987,2168978
2168986,2168978
1167876,
1167900,1167893
1167881,1167878
2172251,2170535
2170908,2170907
2172230,2170535
1168891,
2170537,2170535
2168982,2168980
2168983,2168980
1168896,
2168980,2168979
1167901,1167876
1167887,1167878
1167898,1167896
2172255,2170537
2172203,2170536
2172228,2169160
2172221,2170536
2172231,2170535
2172225,2170907
2170535,2170534
2172223,2169160
2172229,2170908
2172227,2169160
2172252,2170535
2170907,2169160
2172250,2169160
2168981,2168980
2168978,1168896
2168985,2168979
2168984,2168980
2168979,2168978
165531,165426
165426,124338
340629,165531
2160096,2160090
2160098,2160096
2160100,1283990
1013325,340629
124338,
2160097,2160090
4961064,1348267
1348267,
2244813,1348267
2248291,2248294
2248294,1348267
2248292,1348267
2160090,2159405
2160580,2160090
1283990,
2159405,1283990
2248293,2248291
2248290,2248293
3054391,1168623
2171699,2171698
2169876,2168909
2168907,2168726
4521024,1470534
5758811,4521024
2176287,2176285
2176286,1490994
2176285,2176286
5053354,1490994
2176288,2176285
5024285,1168623
176148,1452302
1452303,176148
2168909,2168726
1992627,1992626
1992628,1992627
1470534,
2176290,1490994
1490994,
2176289,2176287
2176292,1490994
4863344,3054391
1452302,
1168623,176148
2168906,2168726
2168908,2168726
2168726,1452679
2171698,2169876
1452679,
1992626,1470534
2168504,1555694
2168535,2168531
2168511,1532595
2168500,1532595
2168529,2168521
5086132,1555685
2168503,1532595
2168512,1532595
2168514,1532595
2168516,1532595
2168531,1532595
2168509,1532595
2168647,1534792
2168931,2168930
2039362,1992628
2176291,1490994
154814,154802
2084042,2072104
2072105,2072104
2084043,2084042
2761084,2084043
2072104,155530
2750394,1558332
2514878,2514874
2750388,2514882
2512960,1558332
3206877,2512961
2514874,2514875
2514881,2514874
2514880,2514875
1558332,
2750390,1558332
2168542,1532595
2168517,1555694
2168506,1555694
2168501,1555694
2167920,1555694
2168565,1532595
5086278,1555685
2168508,1532595
2168502,1532595
2168539,1532595
1532595,
2169075,1534792
2168929,2168928
2168932,2168647
2168521,1532595
157116,157103
154802,154790
2520057,2072105
2129650,2129649
2129649,2129648
2129648,2129647
1555786,
2750389,2514875
2514882,2514875
2514782,1558332
2747586,2512961
2750393,2514882
2512961,2512960
1932927,227248
227248,157324
157324,
2168541,1532595
2168513,1555694
2172704,1532595
2168697,1555694
2168510,1532595
2168515,1532595
2168518,1532595
1555694,2168509
2168499,2167920
2168507,1555694
1555685,1532595
2168505,1532595
2168928,2168647
1534792,
2168930,2168928
2168648,1534792
157103,154814
3943155,154790
154790,
155530,
2129647,1555786
5086459,2129647
2750392,1558332
4884438,1558332
2750395,1558332
2514877,2514875
2514873,1558332
2750387,2514882
2750391,2514882
2514879,2514874
2514876,2514875
2514875,2514873
1932928,1932927
1935436,1932928
3945705,157324
1674362,1674361
1675253,346327
346327,1675255
1677423,1677402
1677402,1677401
1677419,1677405
1677405,1677402
1677404,1677403
1677422,1677402
1677414,1677401
1680495,1680470
1684844,1684839
1685217,1684840
1685293,1685219
1685312,1685308
1685365,1685355
1685323,1685315
1687933,1687880
1688072,1687883
1687754,1687752
1687751,1687748
1699687,1699594
1699666,1699619
1699652,1699584
1699584,
1706300,1706136
1706126,1702977
1702977,1706098
1703134,1702996
1706145,1706130
1706397,1706396
1706409,1706129
4247906,1706129
1706194,1706129
1716093,1716117
1718142,1718241
1719485,1719162
1722468,1722467
1723000,1722996
1723038,
1723002,1723000
1723025,1723002
1723042,1723000
5118335,1727370
1727370,1729415
1727371,1727370
1727558,1727535
1674357,
1674361,1674360
1674358,1674357
1674359,1674358
1674360,1674359
1675258,1675254
1675254,1675253
1677411,1677410
1677417,1677402
1677418,1677402
1677425,1677402
1677407,1677402
1677413,1677412
1677416,1677402
1677410,1677408
1677426,1677408
1677427,1677402
1677406,1677404
1677408,1677401
1677401,
1680470,1679442
1685364,1685345
1685345,1685308
1685218,1684829
1684840,1684830
1685355,1685354
1684839,1684829
1685292,1685227
1685211,1684840
1685227,1685218
1685219,1685218
1685226,1685218
1685354,1684840
1685241,1685195
1685240,
1685267,1685193
1685269,1685241
1685194,1685193
1685357,1685323
1685239,1685193
1685195,1685193
1685315,1685239
1687883,1687880
1688043,1687933
1687757,1687748
1688120,1687754
1687750,1687748
1687752,1687748
1692079,1692078
1692070,1692067
1692071,1692070
1692067,
1692620,1692619
1693190,1693188
1692618,1692617
1693188,1692619
4182348,1692617
1699658,1699594
1699695,1699619
1699619,1699584
1699593,1699584
1699728,1699666
1699693,1699619
1699648,1699594
1699651,1699584
1699618,1699593
1699650,1699584
1706136,1705630
1705630,1705676
1706350,1706136
1705353,
1705654,
1705655,1705654
1705734,1701581
1705740,1705734
1702996,1702977
1706252,1706097
1706098,
1706334,1706328
1706195,1706129
1706396,1706328
1706146,1706130
1716148,1716093
1715740,1716117
1716253,1716252
1716117,
1716258,1716253
1716252,1716093
1718277,1718238
1718238,1718237
1718241,
1719161,1719565
1719565,
1719578,1719485
1719165,1719164
1719164,1719161
1722472,1722468
1722467,
1722474,1722472
1723024,1722474
1722859,1722692
1722675,
1723044,1723002
1727535,1727370
1729417,1727558
1729416,1727370
1675256,1675254
1675255,
1675257,1675253
1677409,1677408
1677424,1677402
1677437,1677405
1677415,1677412
1677421,1677402
1677412,1677410
1677420,1677402
1677403,1677402
1679442,1679352
1774051,1774045
1774045,1774067
1777296,1777294
1777334,1777328
1777054,1777328
1679352,1681386
1681386,
1685213,1685211
1684841,1684829
1684829,1685229
1685229,
1685374,1684840
1684830,1684829
1685308,1685219
1685193,1685240
1687880,1686792
1687934,1687933
1686792,
1687885,1687884
1687884,1687883
5097255,1687643
1687643,
1687748,1687643
4557887,1687643
1692078,1692071
1692621,1692619
1692619,1692618
1692617,
1699649,1699594
1699727,1699648
1699594,1699593
1706527,1706350
1801505,1800893
1801514,1801382
1801509,1801382
1801508,1801382
1801507,1801382
1801526,1801380
1801476,1800893
1801530,1801382
1801525,
1801382,1800893
1806516,1806514
1806514,1806513
1806512,1806510
1806517,1806516
1706200,1705630
1705676,1705353
1701581,1705655
1706097,1702996
1706081,1706098
1706130,1706129
1709132,1706334
1706129,
1706247,1706129
1706147,1706130
1706328,1706247
1718237,1718142
1818304,1818303
1719162,1719161
1722475,1722474
1722469,1722468
1722692,1722686
1722681,1722675
1722687,1722681
1722686,1722681
1722996,1723038
1729415,
1727372,1727370
1727373,1727370
1774071,1774068
1852002,1841398
1846172,1841438
1841407,1841403
5170181,1841393
1841438,1841393
1857359,1852002
1774056,1774045
1774057,1774051
1774067,
1774069,1774067
1777289,1777285
1777322,
1777285,1777284
1777294,1777289
1777281,1777322
1777290,1777289
1777330,1777327
1777324,1777323
1777327,1777323
1777329,1777327
1777328,
1774063,1774057
1774068,1774051
1774062,1774045
1777295,1777294
1777287,1777285
1777297,1777295
1777288,1777281
1777292,1777289
1777284,1777283
1777291,1777290
1777283,1777281
1777325,1777054
1777323,1777054
1801548,1801380
1801531,1801382
1801568,1801382
1801529,1801380
1801511,1801382
1801841,1801548
1806510,
1806515,1806511
1806511,1806510
1806518,1806510
1864940,1864920
1864920,
1865002,1864920
1800893,1801525
1801534,1801382
1801528,1801505
1801580,1801382
1801614,1801380
1801380,1800893
1806513,1806510
1818303,
1879564,1880038
1881586,1881386
1880507,1880038
1882207,1882205
1818306,1818304
1818298,1818303
1818300,1818298
1818305,1818299
1818301,1818300
1818299,1818298
1818302,1818301
1841403,1841398
1841396,1841393
1841398,1841396
1891833,1892118
1892118,
2883037,1903446
1903450,1903448
2879493,1903447
2883366,1903450
3484156,1903450
1841457,1841396
1841397,1841396
1841393,
1860047,1860044
1860043,1860042
3352470,1860047
1860044,1860043
1860055,1860044
1864947,1864940
1860054,1860044
1860042,
1864955,1864952
2623932,1880507
1864952,1864947
1882205,1881386
1892114,1892113
1892112,1892109
1880038,
1881386,1880507
1892119,1892109
1903448,1903447
1903449,1903448
2882856,1903449
2880455,1903446
1930595,1930575
1930576,1930575
1930586,1930585
1930575,
1930581,1930578
1930582,1930578
1936137,1936136
1936152,1936146
1936143,1936156
1936156,1936143
1937787,1937785
1937791,1937784
1937809,1937792
1937805,1937798
1937798,1937782
1937802,1937792
1937801,1937794
1937806,1937798
1937828,1937820
1937810,
1937812,1937811
1937833,1937826
1937820,1937810
1937845,1937815
1937813,1937822
1940340,1940334
1940352,1940341
1940338,1940334
1940339,1940337
1940342,1940338
1892110,1892109
1892115,1892110
1892113,1892108
1892109,1891833
1892108,1891833
1892111,1892109
1892116,1892113
1903447,1903446
2446965,1951329
2291271,1951329
2670384,1942433
2898804,1957969
1942433,1942431
1942431,1942333
2673213,1951329
1942532,1942333
199807,195531
194586,
4063240,194586
201964,195531
194727,194586
1903446,
1930629,1930575
2439483,1952804
1952318,1952268
1952944,1952416
3515565,1952946
1952959,1952803
2898934,1952804
1952219,
1952416,1952219
2897021,1954071
1954164,1954071
1954071,1954069
3517511,1954071
1954070,1954058
2908853,1954071
1954133,1954071
2448693,1954070
1954156,1954071
2669247,1954071
2909272,1954071
2898857,1954070
2665496,1954742
2651779,1954746
1954737,1954735
2913469,1954742
1954741,1954738
2670219,1954742
2912393,1954742
2664790,1954745
3500491,1954735
3500413,1954735
2912011,1954745
2665397,1954745
1954738,1954735
1954742,1954740
3320899,1954735
1954740,1954735
1930585,1930582
1936139,1936137
1936150,1936140
1936140,1936139
1936162,1936156
1936146,1936143
1937786,
1937788,1937787
1937789,1937788
1937807,1937798
1937804,
1937799,1937794
1937794,1937793
1937834,1937826
1937819,1937812
1937818,1937810
1937826,1937819
1937811,1937810
1937815,1937814
1940334,1940333
1940349,1940340
1940350,1940338
1940341,1940340
1940353,
1940344,1940337
1940335,1940334
1940333,1940353
1940345,1940339
2673185,1951329
2896370,1957969
1957969,1951329
202032,195531
3988936,194586
1930578,1930576
1936136,
1953021,1952416
1952881,1952416
2904412,1952946
1953024,1952416
1952804,1952318
1952268,1952219
1952865,1952803
1952803,1952318
1952864,1952268
1936161,1936143
1937790,1937785
1954163,1954070
2909270,1954071
2671691,1954071
2448694,1954070
1954090,1954069
1954101,1954071
1954058,1953914
1954132,1954071
1953914,
1954069,1954058
2897017,1954071
2448609,1954071
2909271,1954071
1968018,1967992
1968035,1967996
1967992,
1968146,1968135
1937784,1937783
1937783,1937786
1937785,1937783
1937782,1937804
1937796,1937793
1937792,1937782
1937793,1937792
1937835,1937826
1937829,1937814
1937814,1937813
1937822,
1940337,1940333
3500432,1954735
2662896,1954745
1954745,1954742
3518370,1954742
2673454,1954742
2448292,1954742
1954735,
2909353,1954745
1940336,1940334
1940343,1940342
1940347,1940337
1940348,1940343
3515631,1957969
2663110,1942431
1951329,1942433
2291297,1951329
1942333,
3129827,1951329
2670301,1942433
202381,194586
195377,194727
195624,195531
195531,195377
1952943,1952416
3514690,1952268
1952946,1952416
1953038,1952804
3506451,1954070
2898926,1954071
1954102,1954071
1954165,1954071
2897024,1954071
1954103,1954071
2445807,1954742
3500574,1954742
2448640,1954746
1954746,1954742
1967995,1967992
1968178,1967996
1968006,1967996
1968173,1967996
1968009,1967996
1968190,1967996
1968032,1967995
1967996,1967995
1968163,1968006
1968019,1967995
1968133,1968092
1968092,
1968135,1968134
1968139,1968133
1968134,1968133
2475717,2046055
2738214,2034746
2475793,2046055
2001847,1990711
1990711,
2475749,2046055
2475785,2033598
2032887,2032849
2357111,2001847
2357141,2046055
2475663,2046055
2695473,2046055
2034746,2032887
2475664,2001847
2357113,2001847
2475667,2001847
2475776,2001847
2738338,2033080
2354754,2032572
2475787,2033598
2357148,2046055
2475729,2046055
2475783,2033598
2354755,2032695
2033080,2032887
2475720,2046055
2032572,2025669
2475662,2046055
2032695,2032632
2475665,2046055
2032980,2032651
2360956,2032574
2475786,2033598
2357112,2046055
2360966,2032695
2695476,2046055
2025669,1990712
2475789,2033598
1990712,1990711
2505464,2033598
2046055,2032632
2475738,2046055
2475788,2033598
2475813,2033598
2357182,2046055
2032367,2032365
2032365,1994260
2729640,2032367
2729671,2032365
1999012,1999009
1999017,1999001
2032369,2032343
2032343,2000430
2040219,2040083
2046052,2040219
2033536,2032634
2001882,
2035774,2035672
2735518,2032578
2032578,2012847
2015118,2012847
2735521,2035774
2735515,2032578
2734275,2032578
2734278,2032578
2734277,2032578
2500890,2035857
2736491,2012847
2046736,2017756
2049958,2047434
2033887,2017756
2351521,2032572
2032574,1990711
2032660,2032572
2475750,2046055
2032642,2032632
2687223,2033598
2032632,2032574
2738280,2033080
2366247,2032695
2504741,2046055
2032651,2032574
2485756,2025669
2475678,2046055
2475716,2001847
2033598,2025669
2032849,2032572
2475668,2046055
2047130,2047118
2047118,2047104
1995029,1995028
3529648,1995023
1995030,1995029
1995027,1995023
1999009,1999007
2033278,2033210
2033297,2028190
2033163,2033159
2033210,2033159
2047120,2047118
1994260,
2729633,2032367
2047104,2032365
2729625,2032365
3532846,1995029
1995028,1995027
1999001,
1995023,
2032370,2032343
2479437,2033371
2472886,2033371
2472884,2033371
2475886,2033371
2471634,2033371
2464973,2033371
2474966,2033371
2704545,2046590
2001808,
2040083,2001809
2034196,2033536
2043868,2034344
2033526,2001882
2735527,2032578
2506006,2031477
2033564,2032518
2032518,2031477
2033579,2033570
2032128,
2047464,2035680
2034453,2033569
2033566,2032519
2506155,2033569
2033572,2033571
2047452,2047252
2053603,2047452
2033162,2033140
2504944,2033143
2033238,2033140
2033208,2033138
2033198,2033143
2033299,2033144
2034147,2033146
2033269,2033144
2496827,2033301
2506883,2047465
2047465,2047194
2033200,2033138
2475455,2033138
2047194,2047161
2033260,2033140
2033685,2033684
2047501,2047496
2046608,2045122
2047496,2033673
2047336,2047173
2050052,2047173
2033675,2033673
2033684,2033675
2047504,2033673
2046700,2033673
2047497,2047491
2046611,2045122
2047491,2047490
2046619,2045122
2033673,
2047169,2033673
2047435,2047329
2047325,2047175
2047498,2047496
2047515,2047497
2047329,2047175
2047500,2047496
2046631,2033673
2047494,2047491
2047344,2047169
2033676,2033673
2047175,2046631
2033677,2033676
2047339,2046700
2046580,2045122
2046560,2035962
2046584,2046126
2047335,2046584
2046668,2046620
2046126,2045831
2047486,2046620
2046581,2046560
2046620,2046581
2054379,2054378
1999007,1999001
1999020,1999012
2046590,2032370
2000430,
2001809,2001808
2741266,2040083
2043870,2043868
2043869,2001882
2034344,2033526
2032634,2001882
2735516,2035857
2735529,2032578
2735407,2032578
2734281,2032578
2472284,2035774
2735522,2032578
2032679,2032578
2735528,2035774
2017756,
2046726,2046697
2046585,2046579
2046628,2046604
2046728,2046642
2046582,2046562
2046753,2045830
2046572,2046556
2046633,2046558
2000585,2050707
2050705,2000587
2000588,2000587
2047434,2047140
2480675,2028190
3561424,2035857
2735530,2032578
2012847,
2735519,2032578
2735523,2035857
2736695,2032578
2035672,2032679
2035857,2032578
3570262,2032578
2028190,
2463076,2033268
2033268,2033210
2033142,2033141
2484215,2033371
2028867,
2047268,2033216
2033216,2033172
2033177,2028877
2028877,
2498771,2047268
2506008,2031477
2047140,2046736
2033672,2017756
2057757,2057754
2057763,2057755
2057765,2057757
2057769,2057763
2057771,2057756
2057772,2057757
2057754,
2057819,2057765
2034190,2033564
2506148,2033564
2031477,
2297978,2033663
2689623,2032128
2035680,2033070
2020372,2032519
2033577,2033572
2032844,
2033143,2033140
2047161,2034147
2504991,2033144
2045122,2033675
2051422,2047500
2047173,2047169
2046623,2046612
2732885,2035962
2046564,2046560
2046612,2046560
2037917,
2054378,2054377
2054377,2037919
2037921,2037917
2037922,2037917
2037919,2037917
2046565,2045123
2068186,2068143
2068153,2068148
2068148,2068140
2068160,2068120
2068140,2068088
2068150,2068149
2068157,2068147
2068139,2068138
2068161,2068144
2068143,2068142
2068136,2068120
2068149,2068143
2068182,2068166
2068167,2068166
2068171,2068167
2069875,2069871
2069871,2069870
2069872,2069870
2069873,2069872
2069876,2069870
2071165,2071162
2071159,
2071161,2071159
2071166,2071165
2071163,2071162
2071175,2071174
2071173,2071171
2071176,2071174
2071178,2071176
2071174,2071173
2071282,2071226
2071280,2071229
2071261,2071229
2071248,2071233
2071234,2071226
2071229,2071226
2071279,2071228
2071246,2071226
2071230,2071228
2071232,2071226
2071371,2071363
2071365,2071363
2071375,2071363
2071367,2071364
2071368,2071365
2071374,2071372
2033280,2033210
2463057,2028190
2033159,2028190
2505875,2033280
2033395,2028867
2033139,2028868
2036066,2028867
2504941,2033141
2465132,2033371
2028868,2028867
2506003,2033395
2033279,2033141
2033331,2033142
2033141,2033139
2462751,2033371
2033371,2028868
2044568,2033395
2033172,2028877
2034192,2033570
2476005,2033564
2033570,2033564
2033888,2033564
2473011,2031477
2505999,2032518
2033070,2032188
2032188,2032128
2740693,2035680
3572637,2035680
2033663,2032188
2033574,2033571
2033569,2033566
2033571,2033569
2032519,
2053604,2053603
2047252,2032844
2033144,2033140
2033138,
2047195,2047194
2033140,2033138
2506122,2047462
2034200,2034147
2047462,2047195
2033180,2033138
2033301,2033140
2047272,2033301
2033196,2033138
2510122,2033144
2496768,2033138
2499547,2033138
2741933,2034147
2033146,2033143
2046710,2033673
2047502,2047496
2047327,2047169
2047490,2047329
2035962,
2733722,2046560
2045831,2035962
2046703,2046697
2046697,2045123
2046712,2046697
2046604,2046592
2046592,2046585
2046601,2046562
2045730,
2046622,2046603
2046563,2045730
2046599,2046562
2046610,2045830
2046586,2046556
2687824,2046552
2046568,2046554
2046594,2045830
2046716,2046552
2047346,2046716
2725559,2046721
2047137,2046753
2046555,2045830
2046616,2045830
2046593,2046556
2732899,2046557
2046547,
2046578,2046567
2046683,2046680
2047172,2046752
2046677,2046672
2047322,2046752
2046680,2046662
2046672,2046662
2046752,2046662
2046679,2046677
2732896,2047322
2046662,2046660
2047109,2046689
2046689,2046674
2046671,2046659
2050706,2000588
2050707,
2057782,2057769
2046591,2046579
2045123,
2046632,2046604
2046618,2046604
2046579,2046565
2046583,2046562
2046562,2045730
2046642,2046583
2046719,2045730
2046602,2046562
2046665,2045730
2046603,2046563
2046621,2046602
2046714,2045730
2046600,2046554
2046625,2046598
2046552,2046548
2046614,2045830
2045830,
2046574,2046556
2046556,2046548
2732893,2046625
2046595,2046555
2046557,2046552
2046613,2045830
2046648,2045830
2046588,2046556
2046597,2046552
2046575,2045830
2046576,2046556
2046721,2046716
2046554,2046548
2046607,2046554
2046548,2045830
2046598,2046597
2046569,2046567
2046559,2046558
2046606,2046569
2046587,2046569
2046558,2046551
2046617,2046567
2047424,2046558
2046567,2046551
2046551,2046547
2046660,2046657
2046673,2046672
2046657,
3847675,2046752
2732897,2047322
2046674,2046671
2046659,
2057758,2057754
2057777,2057763
2057755,2057754
2057780,2057754
2057781,2057773
2057756,2057754
2068138,2068136
2050708,2050706
2050704,2000587
2000587,2000585
2057797,2057755
2057779,2057777
2057770,2057755
2057766,2057758
2057764,2057756
2057773,2057758
2100481,2100480
2100483,2100482
2100506,2100480
2528147,2106775
2105962,
2105958,2105957
2106013,2071147
2529974,1717337
2106014,2071147
2068163,2068157
2068132,2068120
2068141,
2068146,2068120
2068165,2068161
2068147,2068146
2068144,2068143
2068151,2068147
2068155,2068144
2068175,2068172
2068176,2068168
2068172,2068169
2069869,
2071164,2071163
2071162,2071160
2071177,2071175
2071231,2071226
2071262,2071226
2071249,2071226
2071263,2071229
2071227,2071221
2071242,2071226
2071259,2071227
2071243,2071228
2071258,2071226
2071233,2071226
2071247,2071232
2071276,2071226
2071284,2071249
2071364,2071363
2071366,2071364
2071373,2071365
2071369,2071368
2073097,2071363
2100489,2100488
2144521,2144520
2144510,
2144519,2144514
2144513,2144510
2068154,2068141
2068164,2068147
2068162,2068155
2068088,2068141
2068142,2068140
2068120,2068088
2068156,2068142
2068166,
2068169,2068168
2068174,2068171
2068178,2068176
2068180,2068175
2068179,2068172
2068168,2068167
2071253,2069875
2069874,2069871
2069870,2069869
2071160,2071159
2071171,
2071277,2071230
2071278,2071229
2071267,2071242
2071275,2071226
2071244,2071228
2071265,2071226
2071260,2071228
2071245,2071229
2071221,
2071283,2071226
2071264,2071249
2071281,2071231
2071226,2071221
2071228,2071227
2071372,2071364
2071370,2071369
2071363,
2100491,2100489
2100492,2100490
2100482,2100480
2100488,2100482
2100480,
2105963,2071147
2100484,2100481
2100490,2100482
2152366,2152260
2154028,2154025
2155327,2155248
2154792,2154334
2154334,
2154789,2154334
2154735,2154334
2154737,2154334
2154777,2154334
2155061,2154893
2156920,2156919
5309223,2156917
2156917,
2156918,2156917
2157344,2157343
2157601,
2157612,2157602
2157602,2157601
2163834,2158178
2163838,2163837
2159457,2158337
2159462,2159461
2158337,
2159704,2159455
2159460,2159455
2159711,2158418
2158418,
2158650,2158649
2158737,2158650
2158765,2158646
2159687,
2159684,2158773
2163262,2158450
2159469,2158609
2105961,2105959
2753177,2105960
2106003,2105959
1717337,2105962
2105957,2071147
2144511,2144510
2163353,
2157657,2163353
5310925,5746051
2163354,2163352
2163809,2163807
2163812,2163811
2165842,2165840
2165845,2165843
2165854,2165844
2165841,2165840
2165843,2165842
2166124,2166116
2166119,2166117
2166118,2166117
2166121,2166118
2166123,2166122
2166571,2166565
2166564,
2166572,2166571
2168880,2168646
2171717,2168880
2171716,2168880
2168916,2168766
5313933,2168766
2168766,
2169187,2169186
2169194,2169187
2169196,2169192
2169197,2169191
2169348,2169259
2170390,2170389
2170391,2170390
2170490,2170389
2170422,2169279
2170404,2170395
2170486,2169280
2170482,2169280
2170409,2169280
2170397,2170395
2170430,2169280
2170407,2170396
2170410,2170392
2170399,2170395
2170494,2169279
2170496,2169279
2170405,2169280
2172563,2169279
2170414,2170413
2170491,2170436
2170412,2170411
2170522,2170491
2170436,2170414
2170453,2170452
2170459,2170456
2170502,
2170562,2170561
2170561,2170554
2170554,2170502
2171063,
2171068,2171067
2171734,2171732
5025275,2171733
2171408,2171403
2171404,2171403
2171403,
2171405,2171404
2171835,1693687
1693686,1650263
4853651,5914869
4932463,2174310
2180244,2180243
2187840,2187838
2189599,2189593
2202449,2199655
2202452,2202453
2202454,2202453
2199655,
2202453,2202449
2201057,2199655
2528149,2106775
2071147,1717337
2528148,2106775
2106775,2106003
2105959,2105957
2105964,2105957
2105960,2105958
2144514,2144511
2152260,2146169
2146169,2146167
2154100,2154021
2154899,2154071
2154025,
2154052,2154046
2154030,2154025
2154154,2154128
2154346,2154154
2154128,
2155206,2154567
2154161,2154158
2154864,2154669
2155078,2154864
2154669,2154334
2155155,2154893
2154893,2154864
2154793,2154334
2154778,2154334
2155153,2154893
2154774,2154334
2154854,2154334
2154780,2154334
2156919,2156918
2156921,2156920
2157342,2157341
2157341,
2157644,2157612
2157645,2157644
2163835,2163834
2159456,2159455
2159455,2159454
2159461,2158337
2160181,2159997
2159980,2159967
2159997,2158418
2158734,2158649
2158649,2158646
2159110,2158737
2158646,
2158735,2158646
2159685,2159684
2158773,2159687
2158450,2159689
2159689,
2159692,2159484
2162336,2162335
2162335,1221482
2162337,2162336
2162338,
5746051,2163353
2163352,2157657
2163801,
5822218,2163801
2163808,2163806
2163807,2163806
2163817,2163812
2163814,2163811
2165847,
2144536,2144510
2144520,2144519
2166122,2166120
2167315,2166571
2168882,2168881
2152588,2146166
2146166,
2146167,2146166
2168883,2168882
2168646,
2168889,2168883
2168917,2168916
2168925,2168924
2168923,2168922
2169190,2169188
2169186,2169185
2169564,2169205
2169193,2169187
2169205,2169201
2170381,2169185
2169198,2169196
2169202,2169190
2169195,2169194
2169259,2169241
2170444,2170429
2170513,2170389
2170389,
2170429,2170419
2169289,2169279
2169279,2170395
2169280,2169279
2170426,2170425
2170415,2169280
2170485,2169279
2170398,2169279
2170396,2170394
2170393,2169280
2170406,2169279
2170489,2169279
2170400,2169280
2170427,2169279
2170392,2169279
2170425,2169280
2169307,2169289
2170411,
2170525,2170491
2170413,2170412
2170450,2170455
2170455,
2170452,2170450
2171065,2171064
2171066,2171065
2171409,2171403
2171735,2171406
2171736,2171410
2171732,2171403
