id,parent_id
2171816,
1693687,1693686
5914869,1650263
2171826,1693686
1650263,2171816
2174308,2174309
2174310,2174308
2180243,2180241
2180242,2180240
2187837,2187836
2155166,2154123
2154123,2154100
2154087,2154021
2154021,2154009
2154124,2154100
2154009,
2155165,2154100
2154046,2154033
2154054,2154046
2154059,2154054
2154071,2154059
2154033,2154025
2154567,2154346
2154506,2154158
2154158,
2154324,2154161
2155248,2154324
2154400,2154161
2155245,2154893
2154788,2154334
2156922,2156917
2157345,2157344
2157343,2157342
2157611,2157602
2158178,
2163839,2163838
2163837,2163836
5310482,2158178
2163836,2163835
2159459,2158337
2159733,2159704
2159454,2158337
2159458,2159455
2159967,2159711
2160007,2159980
2159962,2158765
2187838,2187837
2187839,2187837
2189596,2189594
2159686,2159685
2158609,2158450
2159484,2158609
2163255,2158450
2189594,2189592
2189597,2189595
2189592,
2202456,2202453
1221482,2162338
2163355,2163354
2157747,2157657
2163811,2163808
2163810,2163808
2163813,2163806
2163806,2163801
2163815,2163811
2163816,2163815
2239084,2239085
2239081,2239080
2202450,2199655
2201061,2201057
2213783,
2248952,2248947
2250413,2250414
2250416,2250418
2252192,2252191
2165848,2165843
2165849,2165841
2165840,2165839
2165850,2165843
2165852,2165844
2165839,2165847
2165844,2165842
2166116,
2166117,2166116
5312911,2166124
2166120,2166119
2166565,2166564
2167316,2167315
2168881,2168880
2168921,2168766
2168920,2168766
2168924,2168923
2168922,2168921
2169201,2169196
2169192,2169187
2169188,2169187
2169203,2169202
2169191,2169187
2169185,
2170341,2169185
2169241,2169921
2169921,
2169966,2169348
2170499,2170389
2170448,2170429
2170419,2170391
2170395,
2170495,2169279
2170394,2169279
2170432,2170417
2170424,2169280
2170428,2170427
2170421,2169279
2170487,2169279
2170417,2169279
2169281,2169280
2170420,2169280
2170449,2170436
2170456,2170453
2170464,2170460
2170458,2170450
2170460,2170459
2170465,2170453
2170563,2170562
2171067,2171066
2171064,2171063
2171410,2171407
2171733,2171403
2171407,2171403
2171406,2171405
2171818,1693686
2174307,
2174309,2174307
2180247,2180240
2180240,
2180241,2180242
2214570,2213783
2214576,2214573
2214575,2214571
2214571,2214570
2214577,2214570
2214573,2214571
2239080,2239084
5321789,2187835
2187836,2187835
2187835,
2189598,2189594
2189593,2189594
2189595,2189593
2202451,2202452
2202458,2202453
2202455,2202453
2239083,2239081
2248947,2248946
2214572,2214571
2248950,2248951
2250414,2250418
2250419,2250417
2250417,2250419
2250415,2250419
2252188,2252186
2252186,2252185
2252187,2252186
2252185,
2252190,2252193
2252191,2252193
2929360,2352176
2239082,2239081
2239085,
2239499,2239080
2239088,2239082
2248951,2248949
2248948,2248950
2248949,2248947
2248946,
2250418,2250419
2252194,2252191
2252189,2252185
2252193,2252187
2345970,2345969
2916390,2345969
2345972,2345971
2929343,2352174
2929357,2352174
2352179,2352178
2929284,2352177
2929283,2352177
2929347,2352174
2929341,2352174
2929344,2352176
2929351,2352177
2929354,2352174
2352177,2352174
2352178,2352177
2929345,2352177
2352546,
2352551,2352548
2352549,2352550
2352553,2352552
2352550,2352548
2352554,2352548
2352552,2352548
2353262,2353261
2353263,2353259
2935293,2353262
2353259,
2354174,2354154
2354147,2354130
2354158,2354154
2354137,2354155
2354145,2354134
2354148,2354130
2354151,2354130
2354133,2354135
2354169,2354154
2354153,2354130
2354144,2354134
2354157,2354154
2354149,2354130
2355119,2355118
2355122,2355121
2358240,2358239
2358241,2358240
2358238,
2947410,2358241
2947449,2358241
2358239,2358238
2947418,2358241
2952216,2360211
2360220,2360213
2952192,2360213
2951966,2360209
2952608,2360210
2952193,2360213
2952209,2360210
2360210,2360208
2360216,2360211
2952211,2360213
2952191,2360213
2360208,
2360212,2360211
2952215,2360213
2952607,2360209
2360221,2360211
2360217,2360212
2952210,2360211
2360209,2360210
2952190,2360211
2952212,2360213
2360213,2360210
2952213,2360209
2360215,2360209
2952214,2360210
2362997,2362995
2404300,
2623428,2404295
2623421,2404300
2404311,2404295
2623431,2404294
2623435,2404295
2404306,2404299
3473707,2404299
2404308,2404294
2404314,2404295
2623417,2404294
2404303,2404294
2404302,2404296
2404313,2404295
2404310,2404299
2623423,2404296
2414018,2413978
2352174,
2929349,2352177
2929365,2352177
2352176,2352174
2929366,2352177
2929358,2352179
2929359,2352174
2929362,2352176
2929348,2352179
2929353,2352178
2352566,2352550
2352548,2352546
2352555,2352549
2352557,2352550
2469579,2352548
2352547,2352548
2353261,2353263
2354130,2354133
2354139,2354131
2354154,2354131
2354132,2354135
2354156,2354131
2354131,2354130
2354143,2354131
2354155,2354130
2354160,2354130
2354167,2354154
2354150,2354131
2354146,2354134
2355121,2355120
2355120,2355119
2355123,2355120
2952189,2360213
2424899,2424897
2424922,2424898
2424905,2424887
2424912,2424898
2424895,2424891
2424903,2424889
2424908,2424893
2424909,2424898
2424936,2424898
2424911,2424888
2424925,2424898
2424913,2424898
2424928,2424897
2424927,2424887
2424893,2424898
2952187,2360211
2360218,2360214
2360214,2360212
2360219,2360212
2724417,2362996
2426570,2426565
2426569,2426564
2362996,2362997
2724421,2362996
2724435,2362997
2724418,2362997
2724434,2362997
2724436,2362997
2362998,2362996
2724442,2362997
2404315,2404294
2430253,2430228
2430237,2430228
2430254,2430229
2430244,2430227
2430245,2430227
2430236,2430228
2439716,2439715
2444179,2444184
2444186,2444179
2444182,2444178
2444178,2444177
2444195,2444178
2444190,2444177
2445412,2445409
2447985,2447989
2447997,2447988
2452049,2452034
2452039,2452038
2452041,2452036
2452050,2452034
2452044,2452034
2452040,2452035
2452209,
2452218,2452209
2463661,2463660
5441218,2463663
2463660,
2463664,2463662
2464688,
2464726,2464688
2464690,2464691
2465821,2464688
2464696,2464691
2464693,2464690
2464692,2464690
2464694,2464691
2464691,2464688
2345971,2345970
2345969,
2916391,2345972
2929342,2352174
2929350,2352179
2929340,2352176
2929339,2352174
2929346,2352177
2929352,2352178
2352559,2352551
2352556,2352550
2935294,2353261
2354134,
2354135,2354134
2354142,2354133
2354138,2354154
2354173,2354154
2354141,2354132
2354136,2354155
2355118,
2952188,2360211
2952223,2360213
2360211,2360210
2724420,2362995
2724419,2362996
2724443,2362998
2362995,
2724416,2362997
2724441,2362998
2724433,2362997
2724415,2362995
2404301,2404294
2623425,2404300
2404309,2404294
2404295,2404296
2623424,2404295
2623422,2404295
2404297,2404296
2623433,2404300
2404299,2404300
2404312,2404300
2404296,2404300
2404294,2404295
2623416,2404295
2404304,2404295
2623432,2404296
2414006,2413978
2465322,
2465334,2465320
2465360,2465325
2465339,2465330
2465378,2465327
2465328,2465322
2465347,2465320
2465341,2465320
2465329,2465327
2686759,2465318
2465349,2465320
2465366,2465322
2465367,2465322
2465353,2465319
2465375,2465322
2465358,2465319
2465363,2465320
2465332,2465325
2465348,2465320
2465333,2465325
2465327,2465325
2465381,2465327
2465355,2465319
2465346,2465325
2465319,2465335
2465352,2465319
2465357,2465325
2465331,2465320
2465340,2465328
2465320,2465322
2465354,2465322
2465365,2465327
2465336,2465319
2465338,2465322
2465325,2465322
2465330,2465319
2465384,2465322
2465362,2465327
2465350,2465322
2465376,2465326
2465364,2465320
2465342,2465319
2465380,2465333
2465318,2465328
2465335,2465322
2465326,2465322
2465386,2465322
2465379,2465322
2466563,2466496
2466520,2466495
2466561,2466493
2466494,2466495
2466521,2466494
2466523,2466494
2466493,2466494
2466555,2466493
2466557,2466493
2466543,2466494
2413980,2413979
2424891,2424888
2469433,2469422
2469423,2469412
2469407,2469397
2469394,2469396
2469417,2469398
2478787,2478765
2478784,2478765
2478795,2478765
2484514,2484512
2484680,2484706
2484697,2484879
2484711,2484706
2484676,2484879
2484709,2484684
2484682,2484879
2484748,2484684
2484700,2484666
2484708,2484706
2484707,2484684
2484679,2484879
2484703,2484707
2484687,2484879
2484699,2484666
2484704,2484666
2484684,2484879
2484710,2484684
2484695,2484879
2484693,2484879
2484689,2484879
2484677,2484706
2484681,2484879
2484758,2484737
2484747,2484882
2484735,2484667
2484671,2484746
2484734,2484737
2484667,2484752
2484775,2484734
2484756,2484882
2484928,2484882
2484740,2484744
2484746,2484882
2484778,2484732
2484730,2484667
2484670,2484737
2484752,2484882
2484737,2484752
2484669,2484739
2484882,
2484744,2484766
2484675,2484752
2484757,2484882
2484743,2484752
2424907,2424887
2424914,2424887
2424929,2424897
2424919,2424887
2424898,
2424890,2424888
2426564,2426567
2426567,
2430229,2430228
2430243,2430227
2430234,2430228
2430241,2430227
2430259,2430228
2430233,2430230
2430249,2430229
2430240,2430227
2430256,2430227
2430228,2430227
2430232,2430228
2439721,2439720
2493017,2493013
2493007,2493005
2493006,2493013
2493005,2493012
2493010,
2439715,
2439717,2439720
2439720,2439716
2444185,2444177
2444196,2444179
2444199,2444184
2444181,2444177
2444183,2444178
2445410,2445407
2445407,
2445414,2445411
2445411,2445410
2447988,
2737965,2505576
2505586,2505578
2505588,
2505582,2505578
2507135,2507024
2507122,2506958
2507106,2506958
2507035,2507062
2507094,2506958
2507059,2507082
2507124,2507082
2507087,2506958
2507067,2507084
2507115,2506958
2507036,2507072
2507188,2507084
2507043,2507190
2507015,2507084
2507017,2507093
2507105,2506958
2507199,2507082
2507110,2507072
2507025,2506958
2507109,2507053
2507203,2507082
2507070,2506958
2507129,2506958
2507010,2506958
2507108,2507084
2507068,2506958
2507187,2507056
2507063,2507059
2507039,2507082
2507023,2507084
2507077,2507072
2507120,2506958
2507239,2507212
2507222,2507212
2507102,2507212
2507221,2507212
2447989,2447988
2447986,2447985
2447987,2447986
2447996,2447989
2452038,2452035
2507729,2507590
2507442,2506964
2507723,2507701
2507461,2507589
2739564,2507588
2507694,2507590
2507730,2507590
2507718,2507590
2507465,2507460
2507692,2507460
2507450,2507590
2507706,2506964
2507716,2507701
2507699,2507590
2507437,2506964
2507438,2507701
2508833,2507701
2507697,2507590
2507590,2507701
2507596,2507590
2507713,2507590
2507695,2506964
2507715,2507704
2507857,2507701
2740845,2034493
2466872,2033992
2740471,1999214
2741680,2034493
2505626,2034493
3572549,2035634
2466862,2033992
2505951,2034493
2034493,2033992
2729359,2035634
2730245,2035634
2509906,2509901
2509901,2509899
2509904,2509900
2509902,2509901
2623430,2404295
2404307,2404300
2404305,2404296
2452036,2452038
2452042,2452035
2452045,2452036
2452037,2452038
2452048,2452034
2452217,2452211
2452216,2452210
2452214,2452209
2452206,2452208
2452208,2452207
2463663,2463661
2520117,2520119
2520119,2520118
2520706,2520704
2520701,2520696
2520697,2520707
2464695,2464692
2465337,2465318
2465344,2465320
2465351,2465322
2465377,2465333
2465359,2465320
2466544,2466495
2466522,2466494
2466495,2466492
2466545,2466494
2466496,2466493
2469413,2469398
2413979,2413978
2414043,
2413978,2414043
2413984,2413980
2414013,2413979
2414022,2413978
2414020,2413982
2414054,2413982
2413986,2413978
2414027,2413980
2414026,2413980
2414046,2413980
2413989,2413979
2413987,2413979
2414050,2413979
2414021,2413978
2413982,2413978
2469420,2469398
2469396,2469422
2469427,2469422
2469401,2469398
2469439,2469411
2469416,2469422
2478771,2478767
2478765,2478774
2478785,2478765
2478797,2478773
2478789,2478765
2478798,2478773
2478829,2478773
2478794,2478765
2478778,2478765
2478792,2478765
2478780,2478765
2478775,2478765
2478779,2478765
2478772,2478767
2478777,2478765
2479136,2479133
2479135,2479132
2479133,2479132
2479134,2479131
2479137,2479132
2484512,2484513
2424932,2424898
2424897,2424889
2424888,2424889
2424887,2424898
2424923,2424887
2424889,2424887
2424935,2424898
2424910,2424893
2424937,2424898
2424921,2424898
2426563,2426565
2426566,2426565
2426565,2426564
2426568,2426566
2484881,2484879
2484683,2484879
2484879,
2484696,2484879
2484694,2484666
2484686,2484706
2484880,2484879
2484702,2484666
2484706,2484879
2484690,2484879
2484764,2484882
2484668,2484746
2484732,2484743
2484762,2484743
2484739,2484766
2484765,2484882
2484777,2484732
2484729,2484670
2484755,2484882
2484779,2484732
2484745,2484743
2484761,2484743
2484768,2484732
2484674,2484743
2484771,2484734
2484770,2484766
2487687,2487685
2487684,
2487688,2487684
2493012,2493013
2430230,2430229
2430238,2430230
2430246,2430237
2430250,2430236
2430227,
2430235,2430230
2430242,2430230
2430251,2430228
2430252,2430228
2430255,2430227
2430239,2430227
2430257,2430227
2430248,2430228
2430231,2430230
2430258,2430227
2439718,2439717
2439719,2439720
2505579,2505576
2444184,2444178
2444188,2444181
2444177,
2444200,2444181
2445408,2445407
2445413,2445410
2445409,2445411
2447991,2447988
2447992,2447985
2447990,2447988
2447993,2447989
2452043,2452034
2452046,2452045
2452047,2452040
2452035,2452034
2452034,
2452212,2452210
2452211,2452210
2452207,2452210
2452210,2452209
2546768,2546765
2546766,2546768
2791343,2546765
2791349,2546768
2791342,2546767
2550530,2550531
2550531,2550526
2550527,2550528
2550529,2550526
2550526,2550527
2550586,2550591
2550600,2550587
2550589,
2550591,2550589
2550594,2550587
2551522,
2551105,2551102
2551110,2551103
2551102,2551523
2551530,2551102
2551538,2551102
2551104,2551523
2551119,2551102
2551117,2551102
2560098,2560097
2505585,2505578
2505587,2505578
2505583,2505576
2505576,2505575
2505578,2505576
2505581,2505578
2505580,2505578
2505575,2505588
2507192,2507082
2507141,2506958
2507034,2507072
2507055,2507002
2507143,2506958
2507193,2507190
2507118,2507084
2507121,2507042
2507079,2506958
2507008,2506958
2507198,2506958
2507114,2507072
2507076,2507053
2507191,2507093
2507201,2507072
2507132,2507084
2507189,2506958
2507125,2506958
2507018,2506958
2507045,2507084
2507150,2507074
2507071,2506958
2507200,2506958
2507062,2507057
2507033,2507084
2507053,2507072
2507066,2507082
2507112,2506958
2507092,2506958
2507139,2506958
2507061,2507072
2507040,2506958
2507044,2506958
2506999,2507082
2507046,2507084
2507204,2506958
2507113,2506958
2506958,2507190
2507130,2506958
2507042,2507027
2507007,2506958
2507074,2507093
2507137,2506958
2507004,2507056
2507084,2507190
2507020,2507059
2507210,2506958
2507005,2507093
2507060,2506958
2507117,2506958
2507038,2507002
2507146,2507082
2507142,2507093
2507064,2507057
2507057,2507072
2507131,2506958
2507148,2507074
2507072,2507093
2507107,2507053
2507190,
2507140,2507093
2507128,2507082
2507134,2506958
2507069,2506958
2507111,2506958
2507147,2507072
2507080,2506958
2507126,2507084
2507041,2507093
2507021,2507082
2507197,2507085
2507096,2507056
2507209,2506958
2507119,2507053
2507195,2507085
2507056,2507053
2507085,2507093
2507047,2507056
2507003,2507190
2507026,2506958
2507082,2507190
2507028,2506958
2507001,2506958
2507049,2507062
2507093,2507190
2507006,2507057
2507048,2507053
2507081,2507053
2507149,2507072
2507220,2507218
2507097,2507101
2507218,2507212
2507234,2507212
2507229,2507100
2507231,2507100
2507219,2507101
2507098,2507218
2507099,2507218
2507237,2507212
2507212,
2507240,2507218
2507101,2507218
2507103,2507212
2507238,2507212
2507235,2507212
2507458,2507590
256417,256412
256411,
256415,256413
256414,256411
256419,256417
2507600,2507460
2507720,2507701
2507712,2507590
2507691,2507590
2506964,2507701
2507457,2507588
2507448,2507588
2507693,2507590
2507719,2507704
2507462,2507589
2507591,2506964
2507722,2507701
2507587,2506964
2507447,2507588
2507703,2506964
2507588,2507589
2507460,2507588
2507701,2507858
2507594,2506964
2507702,2507590
2507704,2507701
2505613,2033992
2508429,2034493
2731712,2035634
2505205,2034493
2508550,1999214
2508535,2035634
2035634,2034493
2033992,1999214
2738973,2034493
1999214,2508400
2505615,2033992
2738980,2034493
2505644,2034493
2741665,1999214
2504681,2034493
2505623,2034493
2741956,2034493
2508507,2034493
2497197,1999214
2740468,2035634
2733975,2033992
2509905,2509901
2509911,2509901
2520122,
2463662,2463663
2465343,2465320
2465345,2465327
2465361,2465319
2466492,
2466542,2466494
2469430,2469425
2469405,2469397
2469441,2469422
2469414,2469397
2469395,2469396
2469431,2469412
2469422,2469435
2469429,2469425
2469421,2469398
2469403,2469397
2469412,2469411
2469419,2469411
2469434,2469411
2469442,2469422
2469400,2469394
2469406,2469397
2469393,2469428
2469399,2469398
2469425,2469428
2469402,2469401
2469428,2469422
2469437,2469422
2469426,2469411
2469410,2469398
2469409,2469393
2469411,2469422
2469408,2469394
2469432,2469411
2469398,2469427
2469435,
2469415,2469425
2469397,2469411
2469424,2469411
2469418,2469411
2469404,2469397
2469438,2469422
2520120,2520117
2520121,2520118
2520699,2520704
2520698,2520697
2791344,2546766
2478796,2478765
2478788,2478765
2478767,2478765
2478782,2478765
2478799,2478765
2478783,2478765
2478781,2478765
2478793,2478765
2478776,2478765
2478791,2478765
2478800,2478774
2478786,2478765
2478774,2478773
2478773,
2479131,
2479138,2479132
2479132,2479134
2484515,2484514
2707275,2484515
2484511,
2484516,2484514
2484513,2484511
2484517,2484515
2484685,2484706
2484701,2484706
2484688,2484879
2484692,2484879
2484698,2484706
2484691,2484707
2484666,2484707
2484678,2484879
2484705,2484666
2484754,2484760
2484769,2484670
2484728,2484670
2484781,2484734
2484759,2484882
2484772,2484739
2484673,2484743
2484742,2484737
2484767,2484752
2484741,2484744
2484760,2484882
2484733,2484670
2484738,2484670
2484773,2484743
2484766,2484882
2484782,2484670
2484776,2484739
2484763,2484737
2484753,2484882
2484736,2484739
2484774,2484737
2484672,2484743
2484731,2484668
2487685,2487686
2487686,2487688
2546767,2546766
2550533,2550531
2550595,2550587
2550603,2550587
2550590,2550589
2550601,2550587
2550598,2550586
2550588,2550590
2551106,2551103
2551121,2551102
2551111,2551102
2551523,2551522
2551528,2551523
2551123,2551103
2551525,2551523
2551108,2551102
2551526,2551523
2551539,2551523
2560097,2560096
2493013,2493010
2493011,2493005
256416,256415
2702131,2688020
2505584,2505575
2505590,2505576
2507133,2506958
2507123,2506958
2507073,2506958
2507000,2507086
2507144,2507082
2507014,2507053
2507089,2507053
2507030,2506958
2507088,2506958
2507051,2506958
2507078,2507053
2507011,2506958
2507032,2506958
2507095,2507093
2507058,2506958
2507086,2506958
2507196,2507074
2507012,2507057
2507202,2506958
2507091,2506958
2506992,2506958
2507054,2506958
2507083,2506958
2507138,2506958
2507013,2507082
2507127,2506958
2507016,2506958
2507031,2507084
2507037,2506958
2507027,2507062
2506998,2507024
2507208,2507074
2507019,2507190
2507065,2507062
2507024,2507059
2507022,2506958
2507009,2507082
2507194,2507074
2507090,2506958
2507029,2506958
2507002,2507056
2507116,2507082
2507145,2506958
2507075,2506958
2507050,2507053
2507136,2507084
2507052,2506958
2507100,2507099
2507228,2507103
2507236,2507212
2507233,2507212
2507440,2507701
2507592,2507701
2507700,2507590
2507858,
2507589,2507590
2507595,2507701
2507599,2506964
2507441,2506964
2507439,2506964
2507597,2507590
2507698,2507590
2507459,2507589
2507444,2507588
2507724,2507701
2507467,2507589
2507446,2507588
2507705,2507590
2507721,2507701
2507598,2507588
2507717,2506964
2507449,2507590
2507443,2507701
2507445,2507588
2507463,2507588
2507593,2507590
2741180,2034493
2508112,2034493
2466864,2033992
2739420,2034493
2508498,2034493
2508400,
2033275,1999214
2466871,2033992
2497202,1999214
3572343,2034493
2741676,2035634
3573393,2035634
2506198,2034493
2741953,2034493
2509899,
2509900,2509902
2509907,2509901
2520118,2520122
2520703,2520698
2520696,2520704
2520700,2520699
2520707,2520706
2520702,2520698
2520704,
2546765,2546766
2791346,2546765
2791350,2546767
2550528,
2550532,2550526
2550593,2550587
2550587,2550586
2550599,2550587
2551109,2551103
2551537,2551103
2551532,2551522
2551107,2551103
2551524,2551523
2551527,2551523
2551534,2551523
2551531,2551523
2551535,2551103
2551533,2551522
2551529,2551102
2551103,2551102
2551120,2551102
2551536,2551523
2551118,2551103
2560096,2560095
2560094,
2560095,2560094
256418,256416
256412,256411
256413,256411
3975643,2688020
2688020,2688019
2688019,2688018
1336596,275708
5858425,5858339
5858339,1336596
5858332,1336596
1525130,1336596
5454623,2702131
3848250,2688018
2688018,
4361528,1525130
5813708,1336596
5858424,5858339
275708,
2172937,2171753
3533407,1336596
5858333,1336596
5858426,5858409
5858409,5858332
2171746,412107
2172956,412107
2172988,2171749
2171750,2171749
2172946,412107
2172965,2171753
412107,
2172900,2171754
2172899,412107
2172901,2171745
4149031,412107
2172997,412107
2172912,2171750
2172923,2171749
2172930,2171749
2173009,2171705
2172924,2171751
2173034,2171747
2171745,2171703
2173045,2171747
2171753,2171751
2172983,2171749
2173036,2171746
2173023,2171753
2173037,2171749
2172962,2171705
2172957,2171752
2172961,2171752
2172991,2171750
2172918,2171747
2172909,2171752
2172980,2171753
2172925,2171749
2172907,2171749
2171755,2171700
2171700,412107
2173002,2171752
2172975,2171749
2172993,2171750
2172940,412107
2173015,2171745
2173018,2171704
2172978,2171751
2171754,412107
2173000,2171749
2172916,2171753
2173027,2171752
2172942,2171754
2173024,2171750
2173044,2171701
2172967,2171749
2173020,2171751
2172985,2171753
2172960,2171754
2172931,2171751
2172895,2171750
2173021,2171751
2172911,412107
2172969,412107
2173019,2171749
2172947,2171752
2173014,2171746
2173003,2171754
2172896,2171751
2171706,2171702
2171703,2171700
2173038,2171750
2172928,2171751
2173040,2171749
2172994,2171704
2172910,2171749
2172952,2171754
2172992,2171746
2172995,412107
2172953,2171751
2172938,2171702
2171704,2171700
2173030,2171752
2172939,2171745
2172905,2171701
2172951,2171705
2171752,2171745
2172964,2171752
2173005,2171751
2172897,2171749
2173012,2171705
2172981,2171746
2172990,2171754
2172959,2171753
2173042,2171705
2172970,2171754
2173010,2171749
2172973,2171754
2173013,2171745
2172920,412107
2172977,2171752
2191351,2191350
2191339,2191350
456841,
2191347,2191348
2191346,2191350
2191348,2191349
2191332,2191350
2191349,456841
2191344,456841
2191329,2191350
2191328,2191350
2191352,456841
2191355,2191354
2191342,2191349
2191336,2191346
2162628,2162627
2172932,2171701
2173004,2171705
2172902,2171753
2172935,412107
2172936,2171746
2171749,2171747
2172987,2171750
2172929,2171745
2172984,2171751
2172989,2171752
2172971,2171753
2172963,2171701
2173017,2171702
2173001,2171702
2172974,2171754
2172948,2171752
2172941,2171746
2173031,2171747
2171701,2171700
2172972,2171746
2173006,2171754
2172914,2171752
2173029,2171705
2172906,2171747
2172999,2171704
2172945,2171750
2172986,2171749
2171747,2171746
2171705,2171702
2172943,2171749
2172968,2171754
2173046,2171755
2172913,412107
2173007,2171755
2172464,412107
2172917,2171749
2173043,2171754
2172979,2171752
2173032,2171750
2172944,2171746
2171751,2171749
2172966,2171704
2172919,412107
2173011,2171754
2172933,2171752
2172904,2171746
2171702,2171700
2191350,2191347
2191335,456841
2191353,2191347
2191334,456841
2191345,456841
2191354,2191348
2191340,2191346
6183931,5858315
5895674,5895675
5895675,5895674
5895785,5895964
5895964,5895785
5735792,615568
2162630,2162629
2162627,574589
4294626,574589
2162631,2162629
5858268,5858315
6191714,5895675
6191887,5895964
615568,
745202,745199
2169031,615568
574589,
2162629,2162628
2162632,2162630
745193,703025
745199,745196
5765863,5765862
5765866,5765861
5765861,723205
2168938,2168933
2168951,2168936
2168954,2168936
2168958,2168936
2168936,2168933
2168940,2168938
2168950,2168949
2168966,2168933
2293666,2293663
5858315,5858268
2293664,2293665
3855289,81054
2699700,82781
5774993,5774990
5774992,82781
5774988,82781
5774990,5774988
4700427,962024
4491209,703025
5765864,5765863
5362479,2270898
1175566,723205
5765865,5765861
5765862,5765861
5314533,724546
2168965,2168936
2168948,2168947
2168962,2168937
2168959,2168936
2168937,724546
2168961,2168936
2168946,2168945
2168952,2168936
2168939,2168938
2168941,2168933
2168949,724546
2168935,2168934
2168942,2168940
2169073,2168933
549315,109291
3562443,76577
3850150,109291
634803,549315
76577,76571
2293667,2293664
2293663,81054
4166065,615568
2169035,2169034
2169033,2169032
2169032,2169031
2169036,2169032
2169034,2169032
5774991,5774988
258113,82781
5774994,5774993
82781,
2151062,928889
928889,928905
4669931,928905
1999690,962050
962024,962050
745196,745193
745203,745196
703025,
2270898,723205
2268688,723205
723205,
2168955,2168933
2168947,2168936
2169074,2168041
2168964,2168939
2168953,2168936
2168960,2168934
2168945,2168933
2168944,724546
2168041,724546
2168956,2168935
2168943,2168942
2168933,724546
2168963,2168933
2168934,724546
724546,
2168957,2168955
1459669,76571
3850140,76571
76571,
109291,76577
81054,
2293665,2293666
5774996,5774993
3807437,82781
5774995,5774993
434080,82781
928905,928889
962050,962024
